,Churn,Item1,Item2,Item4,Item5,Item6,Gender,Age,Income,Marital,Children
8764,No,6,6,4,4,7,Male,44,12558.05,Never Married,1
8765,No,4,2,4,3,4,Male,27,41466.61,Divorced,4
8766,No,2,2,1,4,1,Female,49,12835.28,Divorced,7
8767,No,3,2,3,5,4,Female,68,30006.94,Divorced,2
8768,No,2,2,4,3,3,Male,44,37078.58,Married,1
8769,No,4,3,2,7,3,Female,78,17583.94,Separated,1
8770,No,5,5,3,2,6,Female,39,51228.78,Separated,10
8771,No,3,5,3,3,5,Female,60,41164.66,Divorced,3
8772,No,5,4,3,3,5,Male,87,81130.95,Widowed,7
8773,No,5,4,4,4,4,Female,42,26005.03,Widowed,1
8774,No,3,4,2,5,5,Male,33,33971.73,Separated,8
8775,No,4,2,5,1,4,Male,63,28857.38,Divorced,2
8776,No,1,1,4,3,3,Male,72,71822.03,Divorced,1
8777,No,4,5,4,2,4,Female,39,18813.32,Widowed,8
8778,No,4,4,3,4,4,Female,81,15426.3,Divorced,1
8779,No,3,2,3,3,3,Female,51,29567.14,Widowed,2
8780,No,4,5,3,4,4,Female,39,19869.24,Widowed,4
8781,No,3,4,3,4,2,Male,55,18001.12,Never Married,3
8782,No,2,3,5,3,4,Male,49,7742.36,Married,1
8783,No,4,4,3,4,4,Female,18,28768.29,Never Married,0
8784,No,4,4,3,4,4,Female,88,11311.31,Married,3
8785,No,4,5,2,3,3,Female,22,13102.29,Divorced,2
8786,No,3,4,3,4,2,Male,51,28125.21,Never Married,2
8787,Yes,3,3,4,3,3,Female,34,10889.01,Widowed,0
8788,No,5,5,5,3,2,Female,51,97230.0,Widowed,1
8789,No,3,3,5,2,4,Female,51,102431.3,Separated,2
8790,No,3,3,3,5,3,Female,72,9841.71,Widowed,0
8791,No,4,4,4,5,3,Female,79,33129.89,Never Married,1
8792,No,4,4,6,2,3,Male,80,11491.42,Divorced,2
8793,No,2,2,4,4,2,Male,24,91326.09,Divorced,3
8794,No,4,4,3,4,3,Female,82,12537.81,Married,4
8795,No,4,4,4,3,3,Female,46,29161.56,Divorced,4
8796,No,5,5,3,4,4,Female,71,32720.92,Divorced,0
8797,No,4,3,5,5,4,Male,67,41311.65,Never Married,2
8798,No,4,4,2,5,2,Male,77,17893.93,Widowed,4
8799,No,5,4,4,4,3,Male,49,11575.14,Married,0
8800,No,2,3,4,4,2,Male,78,37039.36,Divorced,1
8801,No,4,3,3,5,3,Male,89,46051.44,Married,0
8802,No,4,4,4,4,4,Female,26,42539.6,Widowed,2
8803,No,2,1,5,4,3,Male,42,9374.34,Separated,4
8804,No,3,4,4,5,4,Male,45,20114.83,Married,1
8805,No,4,4,2,4,2,Male,51,8361.24,Never Married,4
8806,Yes,5,6,2,3,5,Female,65,12555.95,Divorced,7
8807,No,3,4,3,3,4,Male,72,13837.86,Divorced,4
8808,No,3,2,4,4,4,Female,43,50100.2,Never Married,3
8809,No,2,3,3,3,3,Female,44,22802.9,Separated,4
8810,No,5,5,4,3,4,Male,50,33364.77,Widowed,2
8811,Yes,4,4,3,4,2,Male,86,14382.5,Divorced,0
8812,No,4,4,3,4,2,Female,29,82983.69,Divorced,1
8813,No,4,4,3,4,5,Female,56,57552.49,Widowed,0
8814,No,3,3,3,3,3,Male,29,111778.1,Married,1
8815,No,4,4,3,2,4,Male,73,9316.7,Married,0
8816,No,4,4,4,2,3,Male,73,1935.7,Divorced,0
8817,No,2,2,4,4,4,Male,65,11955.52,Never Married,3
8818,Yes,2,2,4,3,4,Male,82,19329.4,Divorced,0
8819,No,3,4,4,5,3,Male,83,34710.68,Widowed,2
8820,No,2,3,3,3,3,Female,49,30964.02,Divorced,2
8821,No,4,3,3,4,4,Female,82,50637.25,Separated,0
8822,No,3,2,3,4,2,Male,79,117715.3,Widowed,2
8823,Yes,2,2,5,2,3,Male,77,44511.9,Separated,0
8824,No,5,5,6,2,5,Male,18,29670.11,Separated,1
8825,No,5,4,3,4,4,Male,26,21046.8,Separated,5
8826,No,3,3,2,5,3,Female,22,40885.91,Separated,0
8827,No,5,3,4,4,5,Female,66,7974.41,Never Married,10
8828,No,5,4,3,3,4,Female,63,11288.95,Widowed,1
8829,No,5,7,3,4,5,Male,54,110343.8,Separated,1
8830,No,4,4,3,3,5,Male,35,186156.6,Divorced,2
8831,No,3,3,4,3,5,Male,80,10795.57,Widowed,6
8832,No,3,3,3,3,4,Female,72,18961.05,Separated,4
8833,No,3,3,3,4,2,Male,50,56565.69,Married,3
8834,No,4,4,4,5,4,Female,77,8167.63,Married,0
8835,No,5,5,5,1,3,Female,61,75515.78,Divorced,1
8836,No,4,4,3,4,5,Male,29,37399.88,Widowed,0
8837,No,2,2,5,3,4,Female,84,60276.48,Widowed,1
8838,Yes,3,4,3,4,3,Male,30,15299.42,Widowed,0
8839,No,4,3,5,3,4,Male,41,58545.72,Never Married,1
8840,No,3,2,1,5,2,Male,77,12912.29,Never Married,4
8841,No,3,3,4,2,4,Female,28,21423.42,Divorced,0
8842,No,3,4,4,3,4,Female,84,53979.72,Widowed,3
8843,No,3,3,4,4,5,Female,77,34343.05,Divorced,6
8844,No,4,4,5,2,5,Male,86,19606.42,Widowed,0
8845,No,2,3,4,3,2,Male,63,6025.06,Married,1
8846,No,3,3,4,2,4,Male,69,30256.32,Widowed,1
8847,No,2,3,4,3,3,Female,67,24326.72,Married,2
8848,No,3,4,4,3,4,Female,21,12654.73,Separated,0
8849,No,5,4,5,4,4,Female,48,72425.99,Never Married,2
8850,No,5,4,4,5,5,Female,76,21499.0,Never Married,3
8851,No,3,3,3,5,3,Male,21,21326.64,Divorced,5
8852,No,4,3,2,3,5,Male,24,8208.47,Divorced,3
8853,No,2,3,3,5,2,Female,77,102702.5,Widowed,0
8854,No,3,2,2,4,3,Male,53,3196.26,Married,3
8855,No,6,5,5,3,4,Male,34,25652.0,Separated,0
8856,No,3,4,3,5,3,Female,58,65768.17,Widowed,1
8857,No,2,3,4,3,1,Nonbinary,33,11624.31,Divorced,3
8858,No,4,3,3,3,3,Male,60,19603.48,Never Married,4
8859,No,3,3,4,4,4,Female,56,51095.47,Divorced,2
8860,No,2,1,2,2,3,Male,48,38501.46,Divorced,0
8861,No,3,2,4,2,3,Male,62,19418.81,Married,2
8862,No,3,3,2,3,4,Male,61,87653.56,Divorced,0
8863,No,3,3,4,3,4,Male,37,12262.31,Married,0
8864,No,3,3,4,3,3,Female,89,11681.78,Widowed,1
8865,Yes,4,4,4,3,4,Female,68,35917.89,Divorced,1
8866,No,3,3,4,2,4,Male,82,45362.56,Divorced,1
8867,No,3,2,4,3,4,Male,41,28435.25,Separated,3
8868,No,2,2,3,4,3,Female,54,44290.52,Never Married,0
8869,No,3,4,4,3,2,Male,36,3686.27,Never Married,3
8870,No,4,3,3,4,3,Male,36,22289.83,Divorced,0
8871,No,6,5,5,3,6,Male,65,42242.38,Divorced,6
8872,No,4,4,4,3,3,Male,25,13265.39,Separated,1
8873,No,3,4,3,4,4,Male,53,118281.7,Widowed,2
8874,No,4,4,4,4,3,Male,31,59814.41,Widowed,1
8875,No,1,1,4,3,3,Male,63,27045.06,Never Married,1
8876,No,4,5,4,4,4,Female,85,41066.46,Separated,1
8877,No,3,4,3,5,2,Male,74,23288.67,Separated,2
8878,No,4,3,2,6,2,Male,43,49062.06,Divorced,5
8879,No,3,3,2,4,3,Female,35,9682.42,Divorced,0
8880,No,2,3,3,4,3,Male,82,57339.59,Widowed,1
8881,No,3,4,2,4,3,Female,86,53330.75,Married,0
8882,No,3,4,4,3,3,Female,60,56175.87,Married,3
8883,No,1,2,4,5,2,Female,56,59221.64,Married,1
8884,No,3,3,2,4,4,Male,58,75008.28,Never Married,3
8885,No,3,3,3,2,3,Male,60,47386.97,Never Married,0
8886,No,2,2,5,2,4,Male,36,43627.54,Married,2
8887,No,2,3,5,4,2,Female,20,41971.87,Divorced,3
8888,No,3,3,3,3,2,Female,64,56783.12,Married,4
8889,No,2,3,4,5,2,Female,55,22810.25,Separated,1
8890,No,3,3,3,1,5,Female,85,73067.65,Separated,0
8891,No,2,1,4,3,4,Female,18,11718.07,Married,0
8892,No,5,4,3,3,5,Female,19,24366.76,Widowed,0
8893,Yes,4,4,5,2,4,Female,59,42760.04,Widowed,4
8894,No,5,6,3,5,4,Female,32,90780.38,Never Married,0
8895,No,3,3,2,4,3,Female,29,40412.56,Never Married,1
8896,No,3,4,4,3,3,Male,83,59357.03,Widowed,0
8897,No,4,4,3,4,4,Male,41,4551.4,Separated,0
8898,No,4,3,5,4,5,Female,69,25392.45,Divorced,1
8899,No,2,2,2,4,3,Male,30,100050.0,Never Married,4
8900,No,5,5,5,4,4,Male,25,24685.33,Never Married,0
8901,No,4,4,2,4,4,Male,66,47296.5,Divorced,7
8902,No,5,3,5,2,3,Female,83,10151.14,Married,0
8903,No,5,6,2,5,3,Male,27,33392.44,Divorced,2
8904,No,1,3,2,4,4,Male,89,39855.68,Widowed,3
8905,No,7,5,2,4,5,Male,39,43029.53,Never Married,2
8906,No,4,5,3,3,4,Female,42,11668.78,Separated,0
8907,No,4,4,3,4,3,Female,54,28928.83,Widowed,0
8908,No,2,2,4,4,3,Male,64,16499.16,Widowed,3
8909,No,4,5,3,3,4,Female,53,81087.13,Divorced,0
8910,No,3,4,3,2,3,Female,51,22019.29,Separated,1
8911,No,2,3,5,5,3,Male,55,36932.56,Divorced,1
8912,No,2,2,3,4,3,Male,48,140110.0,Never Married,0
8913,No,3,3,4,3,1,Male,26,43027.81,Widowed,0
8914,No,3,2,3,4,2,Female,72,17354.74,Separated,5
8915,No,3,3,4,5,3,Female,19,63080.18,Never Married,3
8916,No,4,3,4,1,3,Nonbinary,18,26959.95,Divorced,0
8917,No,4,5,5,2,4,Male,38,12723.64,Married,0
8918,No,4,4,5,2,4,Female,24,67649.91,Married,2
8919,No,2,2,3,4,2,Male,30,53901.68,Separated,3
8920,No,4,3,2,2,4,Female,20,21224.38,Divorced,1
8921,No,5,5,4,3,5,Female,87,14634.81,Widowed,1
8922,No,4,3,4,3,4,Female,38,63669.74,Never Married,1
8923,No,1,1,4,4,2,Male,42,67040.96,Never Married,1
8924,No,4,4,1,5,4,Male,51,44847.15,Divorced,0
8925,No,4,3,1,5,3,Female,89,93474.78,Divorced,0
8926,No,4,3,3,4,3,Male,58,67637.17,Widowed,3
8927,No,5,6,2,3,3,Female,60,41190.38,Divorced,3
8928,No,4,3,4,2,4,Male,61,73700.77,Never Married,0
8929,Yes,4,4,4,3,5,Female,48,52772.29,Separated,1
8930,No,3,3,4,3,3,Male,86,57801.81,Widowed,1
8931,No,5,5,4,3,4,Female,82,23942.2,Married,3
8932,No,5,4,4,3,5,Male,42,23101.59,Never Married,2
8933,No,2,3,4,3,3,Female,53,15397.08,Married,0
8934,No,4,3,2,5,3,Female,35,63016.28,Widowed,2
8935,No,3,3,4,3,4,Male,53,15125.59,Widowed,0
8936,No,3,3,3,4,3,Male,73,37027.19,Married,2
8937,No,5,6,4,4,5,Female,49,10317.99,Separated,1
8938,No,5,4,4,3,5,Female,70,117890.3,Divorced,5
8939,No,5,5,5,2,6,Female,55,41526.48,Never Married,1
8940,No,2,3,3,5,2,Female,85,63887.79,Widowed,6
8941,No,5,5,3,3,4,Female,30,76930.11,Separated,1
8942,No,4,4,5,2,6,Male,83,21299.93,Divorced,3
8943,No,4,4,4,4,4,Male,69,49613.0,Separated,2
8944,No,3,3,4,2,4,Male,32,68056.48,Separated,4
8945,No,4,4,5,2,4,Female,31,117418.8,Divorced,0
8946,No,4,4,4,3,2,Female,48,2353.79,Never Married,3
8947,No,3,3,3,4,3,Female,32,57567.11,Widowed,1
8948,Yes,4,5,3,2,5,Male,81,28877.8,Separated,1
8949,No,5,3,3,4,4,Male,27,60053.46,Separated,4
8950,No,5,4,4,3,5,Female,62,51231.14,Separated,2
8951,No,2,2,3,3,2,Female,69,10155.82,Separated,1
8952,Yes,4,2,3,4,3,Female,34,41081.57,Separated,0
8953,No,3,3,3,4,3,Male,87,30081.47,Never Married,8
8954,No,4,4,5,3,4,Male,24,30174.37,Divorced,2
8955,No,3,2,4,4,3,Male,21,18978.48,Widowed,9
8956,Yes,3,2,2,5,4,Nonbinary,67,81716.87,Widowed,1
8957,No,3,3,3,5,3,Male,29,12717.4,Married,3
8958,Yes,3,3,4,6,2,Female,18,12269.77,Widowed,2
8959,No,5,4,5,3,4,Male,46,25861.04,Separated,2
8960,No,4,3,3,3,3,Female,59,84770.13,Divorced,3
8961,No,4,3,4,3,5,Male,88,55089.98,Divorced,0
8962,Yes,3,4,4,2,4,Female,89,47598.12,Divorced,4
8963,No,5,4,4,3,2,Male,68,29048.41,Separated,1
8964,No,3,3,3,4,2,Female,36,34090.55,Widowed,0
8965,No,4,5,4,4,5,Nonbinary,18,54102.22,Widowed,0
8966,No,5,5,3,2,5,Female,30,49645.28,Never Married,2
8967,No,4,4,3,3,5,Female,23,24588.75,Widowed,0
8968,Yes,5,5,2,4,3,Male,55,137687.4,Married,0
8969,No,2,1,2,5,2,Male,29,57981.64,Separated,2
8970,No,4,3,3,3,3,Male,83,14545.96,Married,1
8971,No,5,4,4,5,5,Male,44,49320.63,Married,0
8972,No,2,3,2,4,3,Male,77,15843.72,Separated,0
8973,No,3,3,4,3,4,Female,31,48781.9,Married,3
8974,No,5,5,3,4,4,Male,52,36472.39,Married,1
8975,No,6,5,4,2,5,Male,36,15551.28,Widowed,1
8976,No,3,3,3,2,2,Female,63,34580.07,Married,1
8977,No,4,4,5,2,5,Male,30,17259.33,Widowed,3
8978,No,3,2,3,4,3,Male,66,23005.6,Widowed,3
8979,No,3,2,1,5,3,Male,24,43301.18,Married,0
8980,No,2,2,4,4,3,Female,76,59188.01,Never Married,1
8981,No,3,3,2,4,3,Female,69,46923.98,Divorced,5
8982,No,3,4,3,4,3,Female,59,11981.42,Never Married,3
8983,No,4,4,3,4,4,Female,83,94513.15,Widowed,1
8984,No,2,2,2,6,2,Female,82,40248.27,Never Married,1
8985,No,3,3,3,4,4,Female,37,19268.4,Married,2
8986,No,2,2,3,3,3,Male,64,38488.68,Widowed,3
8987,No,2,2,2,4,2,Female,28,12785.8,Never Married,4
8988,No,4,3,4,3,2,Male,23,140030.5,Never Married,4
8989,No,4,3,4,3,3,Female,43,86197.3,Divorced,3
8990,No,4,3,1,5,2,Female,29,38670.96,Married,4
8991,No,2,3,2,3,4,Male,58,19598.28,Never Married,4
8992,No,5,5,4,3,5,Female,46,10040.11,Widowed,0
8993,No,3,3,4,5,3,Male,89,28248.49,Married,0
8994,No,5,4,5,1,4,Male,76,78242.15,Married,1
8995,No,5,4,3,6,4,Male,82,33144.92,Widowed,5
8996,No,2,1,3,6,2,Female,74,13596.02,Married,4
8997,No,6,5,4,3,5,Male,83,33855.49,Never Married,0
8998,No,2,2,5,3,3,Female,38,9800.21,Divorced,0
8999,No,4,3,4,5,3,Female,69,50817.75,Widowed,1
9000,No,4,4,4,2,5,Female,76,27917.73,Divorced,1
9001,No,4,5,5,1,4,Female,71,31172.22,Divorced,1
9002,No,4,4,2,5,2,Female,32,19761.06,Married,3
9003,No,2,3,3,4,5,Male,66,107207.5,Married,4
9004,No,4,4,2,4,3,Male,82,16776.51,Never Married,1
9005,No,5,5,2,5,4,Female,43,25113.66,Widowed,0
9006,No,5,4,4,4,5,Male,45,17231.33,Divorced,4
9007,No,3,3,3,4,4,Female,74,68152.47,Married,0
9008,No,5,5,2,5,4,Male,41,38482.34,Divorced,6
9009,No,2,2,3,2,4,Male,21,41556.64,Married,0
9010,No,4,4,4,3,4,Female,68,92083.74,Married,1
9011,No,5,4,3,3,2,Male,27,20750.19,Divorced,7
9012,No,3,5,5,3,5,Female,60,84440.47,Separated,0
9013,Yes,4,3,1,4,4,Female,53,16316.98,Never Married,1
9014,No,3,2,5,4,4,Male,55,6528.84,Married,1
9015,No,3,4,1,6,3,Female,51,59570.42,Married,1
9016,No,3,4,4,3,3,Female,61,26364.52,Married,2
9017,No,4,5,5,4,4,Female,53,36126.72,Widowed,2
9018,No,4,4,5,2,4,Female,51,95509.68,Married,0
9019,No,5,4,4,5,2,Female,37,67068.72,Never Married,4
9020,No,4,5,4,3,4,Male,63,77486.12,Widowed,1
9021,No,3,3,3,3,4,Female,44,32495.96,Widowed,0
9022,No,5,5,5,2,5,Male,63,79243.91,Separated,6
9023,Yes,3,2,4,2,4,Male,54,9384.69,Married,1
9024,No,3,4,3,4,4,Male,76,45316.27,Never Married,0
9025,No,2,2,5,2,4,Male,64,41097.52,Never Married,3
9026,No,3,4,3,3,3,Male,70,12458.49,Never Married,0
9027,No,3,3,2,5,3,Female,41,37875.94,Divorced,2
9028,No,5,5,4,4,4,Male,58,4660.45,Separated,0
9029,No,2,3,4,3,3,Female,55,11628.95,Separated,3
9030,No,4,3,2,5,2,Female,31,9193.97,Married,0
9031,No,4,4,3,2,4,Female,44,17438.83,Never Married,10
9032,No,3,4,5,2,5,Female,78,160216.1,Married,1
9033,No,4,4,3,4,4,Male,86,25972.02,Separated,9
9034,No,3,4,5,3,4,Male,50,7977.67,Married,2
9035,No,4,4,3,4,3,Male,88,11116.97,Married,2
9036,No,4,4,2,3,3,Female,53,11738.87,Separated,4
9037,No,4,3,2,3,4,Male,67,27422.23,Divorced,0
9038,No,2,3,5,2,4,Male,67,31959.4,Never Married,1
9039,No,3,3,3,4,2,Female,26,11659.0,Divorced,10
9040,No,4,5,2,4,2,Female,80,67034.95,Widowed,2
9041,No,3,4,3,4,3,Female,58,16271.47,Widowed,3
9042,Yes,3,3,3,4,3,Male,29,95064.28,Married,3
9043,No,3,3,3,3,3,Female,19,16283.13,Never Married,1
9044,No,3,3,3,5,2,Male,34,48598.8,Married,1
9045,No,2,2,3,5,2,Female,81,81288.92,Divorced,0
9046,No,3,1,3,3,4,Female,65,119017.8,Widowed,5
9047,Yes,4,4,4,2,3,Male,73,15679.34,Married,1
9048,No,5,6,1,4,4,Male,75,39403.71,Separated,4
9049,Yes,3,4,3,4,4,Male,67,9724.88,Married,2
9050,No,3,3,3,5,1,Male,29,36088.07,Divorced,1
9051,No,4,5,3,5,4,Female,56,53714.51,Separated,1
9052,No,4,5,4,2,5,Female,73,60461.6,Married,3
9053,No,1,1,4,3,1,Male,46,6047.31,Never Married,2
9054,No,4,3,3,2,3,Female,38,21939.65,Separated,0
9055,No,3,2,4,2,4,Male,77,18143.49,Never Married,2
9056,No,1,3,4,4,3,Male,23,34414.35,Divorced,0
9057,No,3,4,5,3,4,Female,79,82450.93,Separated,1
9058,No,3,3,5,2,3,Male,68,14475.95,Never Married,1
9059,No,3,2,3,4,2,Female,41,46184.74,Widowed,3
9060,No,4,4,3,4,2,Male,43,48836.24,Divorced,3
9061,No,5,4,4,3,6,Female,66,19200.57,Married,3
9062,No,4,3,3,4,3,Male,28,96575.06,Married,0
9063,No,2,3,4,2,3,Male,23,62886.29,Separated,8
9064,No,4,5,5,4,3,Female,32,14842.19,Divorced,1
9065,No,5,4,3,2,6,Female,46,34315.35,Widowed,3
9066,No,3,3,3,3,5,Male,87,80447.93,Never Married,8
9067,No,4,4,1,6,2,Male,67,17871.59,Separated,0
9068,No,4,4,5,3,5,Female,24,21409.9,Separated,1
9069,No,3,3,7,1,4,Male,33,42921.65,Married,0
9070,No,7,6,2,6,4,Female,79,40909.6,Divorced,1
9071,No,1,1,4,2,4,Male,63,53755.23,Separated,3
9072,No,3,3,4,4,4,Male,73,71134.21,Separated,4
9073,No,4,5,4,4,4,Male,21,12829.0,Married,1
9074,No,4,4,5,3,4,Female,43,38819.31,Divorced,1
9075,No,5,3,4,4,3,Male,44,22428.29,Separated,1
9076,No,4,4,4,4,3,Male,48,15189.38,Never Married,0
9077,No,6,5,2,5,4,Male,42,142119.3,Widowed,4
9078,No,2,3,4,4,3,Male,31,32306.62,Widowed,2
9079,No,4,4,4,4,3,Male,21,20838.47,Widowed,1
9080,No,2,3,4,2,6,Female,56,71507.95,Widowed,1
9081,No,4,4,3,5,3,Male,68,31935.71,Widowed,2
9082,No,3,4,2,6,3,Male,20,43073.14,Never Married,3
9083,No,4,4,5,4,5,Female,19,27756.42,Divorced,0
9084,No,5,4,4,4,5,Male,27,73006.35,Married,0
9085,No,2,3,5,2,4,Female,53,12457.84,Widowed,1
9086,No,5,5,2,3,4,Male,58,24495.84,Separated,1
9087,No,3,2,3,4,2,Female,58,62969.23,Never Married,2
9088,No,4,4,3,1,6,Male,21,79611.89,Married,7
9089,No,3,3,3,4,3,Male,87,65916.74,Widowed,0
9090,No,5,4,2,5,6,Male,33,33253.04,Married,2
9091,No,4,5,2,4,4,Male,27,66840.39,Separated,1
9092,No,2,3,3,4,3,Male,18,69035.22,Never Married,1
9093,No,5,4,5,4,4,Female,30,36496.0,Divorced,1
9094,No,4,4,2,3,4,Female,80,36648.54,Never Married,1
9095,No,3,3,3,5,3,Female,49,46876.55,Divorced,3
9096,No,4,3,4,5,3,Male,76,28372.0,Divorced,4
9097,No,3,4,3,4,4,Male,47,51223.48,Widowed,7
9098,No,2,4,3,5,1,Male,31,48175.44,Separated,6
9099,No,2,2,4,4,1,Male,62,47939.14,Never Married,1
9100,No,4,4,3,4,5,Female,59,42809.29,Separated,4
9101,No,3,3,4,3,3,Female,62,13891.84,Separated,1
9102,No,4,4,5,1,5,Female,35,25648.63,Married,4
9103,No,2,3,4,4,2,Female,89,11989.27,Divorced,2
9104,No,2,2,4,4,2,Female,28,7215.61,Married,3
9105,No,2,3,4,3,4,Female,25,23873.96,Separated,1
9106,No,3,3,2,5,3,Male,23,58670.53,Married,6
9107,No,2,3,3,3,3,Female,19,86234.35,Never Married,3
9108,No,4,5,3,3,4,Male,31,16226.86,Married,2
9109,No,5,5,4,4,6,Male,33,94338.5,Married,0
9110,No,4,3,2,2,3,Female,62,17059.86,Separated,1
9111,No,5,5,3,4,5,Male,55,51059.78,Never Married,8
9112,No,5,4,1,5,4,Male,29,20516.44,Widowed,8
9113,No,4,4,3,5,3,Female,87,62916.19,Widowed,3
9114,No,3,3,3,4,3,Female,62,52994.02,Married,0
9115,No,2,2,2,3,2,Female,28,27202.17,Widowed,0
9116,No,3,1,5,3,2,Male,75,9875.52,Married,5
9117,No,3,2,3,4,3,Male,60,21294.13,Never Married,0
9118,No,4,3,3,3,4,Female,60,25331.57,Married,1
9119,No,3,3,5,3,4,Female,32,26896.04,Never Married,0
9120,No,1,2,3,2,2,Nonbinary,43,22246.04,Divorced,0
9121,No,3,3,3,3,3,Male,46,42275.48,Separated,2
9122,No,4,3,2,4,4,Female,83,38830.69,Never Married,10
9123,No,3,3,5,3,3,Male,38,22649.13,Widowed,0
9124,No,4,3,2,4,4,Female,20,97729.46,Married,0
9125,No,3,3,4,4,2,Male,33,10260.04,Divorced,4
9126,No,3,2,4,2,4,Male,89,4492.36,Married,1
9127,No,4,2,4,3,5,Male,76,43741.92,Never Married,0
9128,No,4,5,3,2,4,Female,33,3966.98,Widowed,3
9129,No,4,4,4,2,5,Female,34,61023.12,Married,7
9130,No,4,4,4,2,3,Female,67,27822.24,Never Married,1
9131,No,3,4,2,4,5,Male,18,21051.88,Married,1
9132,No,4,5,3,3,4,Female,32,19379.79,Separated,3
9133,No,3,3,4,3,5,Male,64,14644.85,Separated,2
9134,No,5,5,4,4,3,Male,74,21808.42,Married,0
9135,No,3,4,4,4,3,Male,48,63248.45,Married,0
9136,No,3,3,4,4,4,Male,31,14829.89,Separated,3
9137,No,4,4,4,4,3,Male,54,92291.31,Married,2
9138,No,3,3,2,4,3,Male,69,30272.58,Never Married,0
9139,No,1,2,6,3,4,Female,58,49823.86,Married,2
9140,No,4,4,4,5,4,Male,64,33985.54,Never Married,4
9141,No,3,4,2,4,3,Female,18,72397.73,Widowed,3
9142,Yes,4,5,3,3,3,Male,89,7014.13,Separated,1
9143,No,2,3,4,4,2,Male,19,16897.23,Widowed,3
9144,No,3,3,5,2,3,Male,40,56159.24,Divorced,1
9145,No,4,3,5,3,3,Male,47,50395.77,Divorced,1
9146,No,2,3,4,4,4,Female,34,45021.58,Separated,0
9147,No,3,4,1,5,3,Male,34,48804.01,Married,4
9148,No,4,6,3,4,4,Male,30,81148.39,Never Married,0
9149,No,5,4,5,2,3,Female,78,4115.32,Separated,4
9150,No,4,3,4,3,5,Female,54,59248.25,Married,0
9151,No,4,5,2,6,3,Male,42,83543.98,Divorced,3
9152,No,4,6,4,3,6,Male,48,28836.94,Married,0
9153,No,4,3,2,4,4,Female,68,7228.19,Widowed,5
9154,No,3,4,3,4,4,Female,34,52251.85,Divorced,1
9155,No,2,3,2,5,2,Male,88,22324.49,Divorced,1
9156,No,5,4,3,3,4,Female,28,35299.63,Married,3
9157,No,4,4,4,3,4,Female,28,158549.3,Never Married,1
9158,No,3,3,3,4,5,Male,28,15535.84,Separated,3
9159,No,4,3,4,3,3,Female,23,66034.48,Divorced,3
9160,No,5,5,5,4,5,Male,77,24997.36,Never Married,1
9161,No,4,5,4,3,4,Female,23,49372.8,Widowed,0
9162,No,3,2,4,5,3,Female,56,13031.07,Widowed,1
9163,No,3,4,5,1,5,Male,82,83813.21,Separated,1
9164,No,3,4,3,6,3,Male,81,19645.07,Divorced,3
9165,No,3,2,5,2,4,Male,44,79942.93,Widowed,1
9166,No,4,5,3,6,4,Male,21,80492.82,Widowed,3
9167,No,2,3,3,4,2,Female,74,125568.9,Widowed,1
9168,No,3,4,4,4,5,Male,85,23206.42,Separated,1
9169,No,4,4,4,4,4,Male,61,50335.34,Married,1
9170,No,4,3,3,4,2,Female,39,69555.01,Widowed,0
9171,No,5,5,4,5,5,Female,32,39798.55,Never Married,1
9172,No,6,6,4,3,5,Male,56,11345.68,Married,4
9173,No,4,4,3,4,3,Female,59,19224.86,Separated,0
9174,No,1,2,4,5,3,Female,80,14174.86,Widowed,1
9175,No,4,5,4,4,5,Female,68,72757.38,Separated,3
9176,No,4,3,3,4,3,Male,48,25866.34,Widowed,1
9177,No,4,4,4,5,3,Male,55,77381.71,Married,1
9178,No,4,3,4,3,3,Female,38,65841.5,Never Married,8
9179,No,1,2,6,2,4,Female,86,128998.6,Divorced,0
9180,No,2,3,3,4,3,Female,69,256998.4,Married,4
9181,No,2,4,3,2,3,Female,31,42412.99,Married,0
9182,No,3,4,3,3,5,Female,24,147889.4,Separated,2
9183,No,3,3,3,6,4,Male,77,41646.4,Separated,1
9184,No,5,5,3,3,3,Male,70,67156.12,Married,2
9185,No,3,3,5,3,3,Male,32,125034.1,Married,1
9186,No,4,4,4,3,3,Female,36,23826.48,Married,2
9187,No,3,4,3,3,4,Male,46,56537.74,Divorced,4
9188,No,5,4,3,5,5,Female,53,24311.42,Married,2
9189,No,5,4,5,2,4,Female,88,33217.6,Separated,1
9190,No,3,4,3,6,5,Female,46,32703.9,Never Married,1
9191,No,3,2,5,4,3,Male,77,30154.63,Separated,0
9192,No,3,4,3,4,3,Male,54,34134.21,Separated,4
9193,No,3,3,4,5,4,Female,85,61525.98,Divorced,0
9194,No,2,1,4,3,4,Female,44,83675.85,Divorced,1
9195,No,3,3,4,4,3,Male,19,48292.64,Separated,0
9196,No,3,5,3,3,5,Female,70,13233.7,Separated,3
9197,No,4,4,4,2,3,Male,65,55820.82,Divorced,2
9198,No,2,2,4,3,3,Nonbinary,65,62475.24,Widowed,0
9199,No,3,4,3,4,3,Female,48,27065.58,Divorced,0
9200,No,5,5,5,2,5,Male,82,31023.93,Never Married,1
9201,No,2,4,4,4,3,Female,30,57145.52,Widowed,0
9202,No,3,4,4,3,3,Female,53,22280.3,Never Married,1
9203,No,3,3,5,2,3,Male,82,26417.57,Married,4
9204,No,2,3,4,3,1,Male,18,42841.97,Separated,7
9205,No,4,4,4,3,4,Female,80,22720.66,Separated,3
